"aeropuerto","nacionalidad","total","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre"
NA,"EUROPA","362","14","9","8","14","18","45","35","42","34","64","31","48"
NA,"Alemania","13","0","2","0","1","4","2","0","0","0","2","0","2"
NA,"Austria","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Bélgica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Bulgaria","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Dinamarca","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Escocia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"España","344","12","7","8","13","14","43","34","42","33","61","31","46"
NA,"Finlandia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Francia","3","1","0","0","0","0","0","1","0","0","1","0","0"
NA,"Grecia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Holanda","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Hungría","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Inglaterra","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Irlanda","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Italia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Luxemburgo","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Noruega","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Polonia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Portugal","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"República Checa","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Rumania","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Rusia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Suecia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Suiza","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Ucrania","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","2","1","0","0","0","0","0","0","0","1","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","8","2","0","1","2","1","0","1","0","0","1","0","0"
NA,"Australia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","8","2","0","1","2","1","0","1","0","0","1","0","0"
NA,"*Cifras sujetas a rectificación",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL EL CATEY (SAMANA), 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD","TOTAL","M E S E S *",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","69601","10019","9405","9516","6235","2524","3447","5060","4072","2313","3058","4660","9292"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","235","25","5","7","18","5","4","21","44","34","14","9","49"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","222","21","5","6","16","5","3","18","44","33","14","9","48"
NA,"EXTRANJEROS","13","4","0","1","2","0","1","3","0","1","0","0","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","69366","9994","9400","9509","6217","2519","3443","5039","4028","2279","3044","4651","9243"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","519","59","10","17","37","23","49","43","46","23","28","7","177"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","68847","9935","9390","9492","6180","2496","3394","4996","3982","2256","3016","4644","9066"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","56302","8976","8646","8743","5703","2292","2180","3616","2716","1498","2393","2951","6588"
NA,"Canadá","56219","8974","8646","8719","5678","2292","2180","3616","2716","1498","2393","2949","6558"
NA,"Estados Unidos","77","2","0","24","25","0","0","0","0","0","0","2","24"
NA,"México","6","0","0","0","0","0","0","0","0","0","0","0","6"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","4","0","1","0","0","0","0","0","0","0","0","3","0"
NA,"Aruba","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","2","0","0","0","0","0","0","0","0","0","0","2","0"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Haití","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Puerto  Rico","1","0","0","0","0","0","0","0","0","0","0","1","0"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Virgenes Americanas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","1","0","1","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","4649","0","0","0","0","153","616","786","639","465","582","606","802"
NA,"Argentina","4645","0","0","0","0","153","616","786","639","465","582","603","801"
NA,"Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Brasil","1","0","0","0","0","0","0","0","0","0","0","0","1"
NA,"Chile","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Colombia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Perú","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Uruguay","1","0","0","0","0","0","0","0","0","0","0","1","0"
NA,"Venezuela","2","0","0","0","0","0","0","0","0","0","0","2","0"
NA,"Otros","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","45","6","0","1","10","2","0","0","3","0","0","10","13"
NA,"China","6","0","0","0","0","0","0","0","3","0","0","3","0"
NA,"Corea del Sur","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"India","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Israel","5","0","0","0","0","0","0","0","0","0","0","0","5"
NA,"Japón","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","34","6","0","1","10","2","0","0","0","0","0","7","8"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","7841","953","743","748","467","49","598","594","624","293","41","1068","1663"
NA,"Alemania","2086","0","0","13","0","0","0","0","0","0","0","936","1137"
NA,"Austria","2","0","0","0","0","0","0","0","0","0","0","2","0"
NA,"Bélgica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Bulgaria","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Dinamarca","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Escocia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"España","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Finlandia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Francia","2502","674","530","510","368","4","0","0","0","0","2","6","408"
NA,"Grecia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Holanda","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Hungría","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Inglaterra","26","5","0","3","0","0","3","0","3","0","0","8","4"
NA,"Irlanda","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Italia","518","151","179","110","77","0","0","0","0","0","0","0","1"
NA,"Luxemburgo","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Noruega","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Polonia","163","34","7","35","3","10","3","0","1","0","8","32","30"
NA,"Portugal","2027","0","0","0","0","0","572","558","602","293","1","1","0"
NA,"República Checa","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Rumania","55","0","0","11","0","6","0","10","2","0","9","7","10"
NA,"Rusia","431","89","27","66","19","29","20","26","15","0","19","48","73"
NA,"Suecia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Suiza","9","0","0","0","0","0","0","0","0","0","0","9","0"
NA,"Ucrania","22","0","0","0","0","0","0","0","1","0","2","19","0"
NA,"Otros","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","6","0","0","0","0","0","0","0","0","0","0","6","0"
NA,"Australia","4","0","0","0","0","0","0","0","0","0","0","4","0"
NA,"Otros","2","0","0","0","0","0","0","0","0","0","0","2","0"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
