"aeropuerto","nacionalidad","total","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre"
NA,"Bulgaria","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Dinamarca","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Escocia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"España","238","54","34","26","19","14","21","6","4","5","5","25","25"
NA,"Finlandia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Francia","27","16","2","2","6","0","0","1","0","0","0","0","0"
NA,"Grecia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Holanda","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Hungría","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Inglaterra","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Irlanda","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Italia","2","0","2","0","0","0","0","0","0","0","0","0","0"
NA,"Luxemburgo","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Noruega","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Polonia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Portugal","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"República Checa","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Rumania","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Rusia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Suecia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Suiza","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Ucrania","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","3","0","1","0","1","0","1","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","4","0","0","0","0","0","0","0","0","0","1","1","2"
NA,"Australia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","4","0","0","0","0","0","0","0","0","0","1","1","2"
NA,"*Cifras sujetas a rectificación",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL EL CATEY (SAMANA), 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD",NA,"M E S E S*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"TOTAL","ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","61400","7713","7268","7820","5764","3122","3866","4669","4779","2373","2490","4768","6768"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","1581","166","88","65","76","82","108","216","201","142","174","134","129"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","1550","163","84","65","75","81","105","210","199","140","169","130","129"
NA,"EXTRANJEROS","31","3","4","0","1","1","3","6","2","2","5","4","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","59819","7547","7180","7755","5688","3040","3758","4453","4578","2231","2316","4634","6639"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","3658","214","183","283","272","300","283","415","331","320","236","225","596"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","56161","7333","6997","7472","5416","2740","3475","4038","4247","1911","2080","4409","6043"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","49079","6509","6327","7009","4929","2435","2393","3156","3118","1645","2001","4201","5356"
NA,"Canadá","41731","5919","5586","6264","4224","1908","1861","2516","2435","1237","1548","3573","4660"
NA,"Estados Unidos","7335","585","739","741","705","527","530","640","683","408","453","628","696"
NA,"México","13","5","2","4","0","0","2","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","80","5","7","21","6","4","19","5","6","0","3","2","2"
NA,"Aruba","1","0","0","0","1","0","0","0","0","0","0","0","0"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","2","0","0","0","0","0","2","0","0","0","0","0","0"
NA,"Cuba","3","0","2","0","0","0","0","0","0","0","0","0","1"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","2","0","0","0","0","0","0","0","0","0","0","2","0"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","1","0","0","0","0","0","0","1","0","0","0","0","0"
NA,"Haití","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Jamaica","1","0","0","0","1","0","0","0","0","0","0","0","0"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","2","0","0","0","2","0","0","0","0","0","0","0","0"
NA,"Puerto  Rico","54","5","3","11","2","2","17","4","6","0","3","0","1"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Virgenes Americanas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","14","0","2","10","0","2","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","68","0","16","2","13","6","7","12","2","0","0","1","9"
NA,"Argentina","10","0","0","2","2","3","0","1","0","0","0","1","1"
NA,"Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Brasil","15","0","0","0","0","0","7","6","2","0","0","0","0"
NA,"Chile","2","0","0","0","0","2","0","0","0","0","0","0","0"
NA,"Colombia","6","0","2","0","0","0","0","4","0","0","0","0","0"
NA,"Ecuador","3","0","0","0","2","1","0","0","0","0","0","0","0"
NA,"Perú","2","0","2","0","0","0","0","0","0","0","0","0","0"
NA,"Uruguay","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Venezuela","30","0","12","0","9","0","0","1","0","0","0","0","8"
NA,"Otros","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","92","10","14","3","24","14","16","0","3","0","1","7","0"
NA,"China","33","7","5","3","0","0","7","0","3","0","1","7","0"
NA,"Corea del Sur","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"India","6","3","0","0","3","0","0","0","0","0","0","0","0"
NA,"Israel","1","0","0","0","1","0","0","0","0","0","0","0","0"
NA,"Japón","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","52","0","9","0","20","14","9","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","6816","803","632","435","439","277","1036","861","1118","266","75","198","676"
NA,"Alemania","69","4","10","20","10","2","8","3","3","2","2","0","5"
NA,"Austria","3","0","0","0","1","2","0","0","0","0","0","0","0"
NA,"Bélgica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Bulgaria","5","0","0","0","0","3","2","0","0","0","0","0","0"
NA,"Dinamarca","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Escocia","7","4","3","0","0","0","0","0","0","0","0","0","0"
NA,"España","10","0","4","0","1","1","0","0","0","0","0","0","4"
NA,"Finlandia","2","0","0","0","2","0","0","0","0","0","0","0","0"
NA,"Francia","399","15","34","2","14","14","9","5","7","0","7","8","284"
NA,"Grecia","2","0","0","0","1","0","0","1","0","0","0","0","0"
NA,"Holanda","1","0","0","0","0","1","0","0","0","0","0","0","0"
NA,"Hungría","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Inglaterra","197","47","32","17","33","14","15","10","0","0","0","19","10"
NA,"Irlanda","2","0","0","0","2","0","0","0","0","0","0","0","0"
NA,"Italia","150","7","0","0","9","0","2","0","0","0","0","6","126"
NA,"Luxemburgo","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Noruega","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Polonia","574","81","91","14","81","45","67","39","20","15","17","56","48"
NA,"Portugal","2769","9","4","0","11","5","799","720","1015","206","0","0","0"
NA,"República Checa","847","351","174","161","78","0","0","0","0","0","0","0","83"
NA,"Rumania","280","32","50","50","13","0","18","21","31","6","8","27","24"
NA,"Rusia","1073","178","168","121","117","102","72","54","39","36","37","77","72"
NA,"Suecia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Suiza","27","7","4","0","3","5","2","2","0","0","0","0","4"
NA,"Ucrania","383","68","56","49","58","82","42","6","3","1","4","0","14"
NA,"Otros","16","0","2","1","5","1","0","0","0","0","0","5","2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","26","6","1","2","5","4","4","4","0","0","0","0","0"
NA,"Australia","3","0","1","1","0","0","0","1","0","0","0","0","0"
NA,"Otros","23","6","0","1","5","4","4","3","0","0","0","0","0"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
